Dealer,Invoice No,Date,Product,Batch,Expiry,HSN,MRP,Rate,Qty,Amount
M.R. Pharmaceutical,MR000553,6/16/2026,Neticol 2ML Inj (Citicoline),1324092,27-Nov,30049099,216.3,35.2,3,105.6
M.R. Pharmaceutical,MR000553,6/16/2026,Neticol 2ML Inj (Citicoline),1324094,28-Jan,30049099,216.3,35.2,5,176
M.R. Pharmaceutical,MR000578,6/19/2026,Soft Roll 15CM x 3 MTR (Prime),S26004,30-Jan,30049099,350,85.9,15,1288.5
M.R. Pharmaceutical,MR000604,6/23/2026,Pan IV 40MG,26770018,28-Apr,300420,54.24,18,20,360
M.R. Pharmaceutical,MR000604,6/23/2026,Nacthin Inj 30MG/1ML,1238084,27-Feb,300420,70.86,48.8,40,1952
M.R. Pharmaceutical,MR000604,6/23/2026,Eupen 500MG,28864,27-Jan,30042019,772,120,12,1440
M.R. Pharmaceutical,MR000604,6/23/2026,Lobet 20MG/4ML Inj,ILBLA1503,27-Feb,30049084,209.92,69.24,20,1384.8
M.R. Pharmaceutical,MR000684,7/4/2026,Metron IV Inj (Metronidazole),26440123,27-Feb,30049022,22.05,14.28,25,357
M.R. Pharmaceutical,MR000684,7/4/2026,Pan IV 40MG,26770018,28-Apr,300420,54.24,18,25,450
M.R. Pharmaceutical,MR000684,7/4/2026,Pipzo 4.5GM Inj,26440452,28-Jan,30041090,326.22,110,5,550
M.R. Pharmaceutical,MR000684,7/4/2026,Xone 1GM,25181034,28-Aug,30042019,66.64,26.79,25,2200
M.R. Pharmaceutical,MR000684,7/4/2026,Multivein Inj (M V I),DI-468,27-May,30049099,36,14.5,10,145
M.R. Pharmaceutical,MR000712,7/7/2026,Lox Adrenaline Inj,SU1478526,27-Mar,30039099,33.6,26.5,40,1060
M.R. Pharmaceutical,MR000718,7/8/2026,Winzocin (Pentazocin),14950N8,27-Aug,30049099,59.59,35,30,1050
M.R. Pharmaceutical,MR000731,7/10/2026,Metohin 5MG (Metoclopramide),66,27-Feb,30049035,7.63,3.75,10,37.5
M.R. Pharmaceutical,MR000731,7/10/2026,Cort-S 100MG,V4471742,27-Feb,30043200,47.7,16.5,10,165
M.R. Pharmaceutical,MR000731,7/10/2026,Lasix 4ML Inj,2125210,28-Aug,30049084,12.76,11.75,10,117.5
M.R. Pharmaceutical,MR000753,7/13/2026,Syringe 10ML Dispovan,609105ND2,30-Dec,90183100,13.3,5.3,50,265
M.R. Pharmaceutical,MR000753,7/13/2026,Anawin 0.5 20ML,SM107271,28-Oct,30039099,93.9,68,10,680
M.R. Pharmaceutical,MR000753,7/13/2026,Artacil 25,1303351,27-Jun,30049099,45.3,29,5,145
M.R. Pharmaceutical,MR000753,7/13/2026,Mezolam 5ML Inj,V304627,27-Dec,30049099,31.55,19,5,95
M.R. Pharmaceutical,MR000753,7/13/2026,Neovec 4MG Ing,3K5433,28-Jan,30043200,78,44,5,220
M.R. Pharmaceutical,MR000753,7/13/2026,Reversee Inj (Sugammadex) 2ML,1988063,28-Feb,30049099,856.8,500,10,5000
M.R. Pharmaceutical,MR000753,7/13/2026,Lablol 4ML,388105,28-Feb,30049074,223.5,65.75,6,394.5
M.R. Pharmaceutical,MR000753,7/13/2026,Justin 100MG Strip of 5,BLNP274055,28-Dec,30049099,93.7,69,10,690
M.R. Pharmaceutical,MR000753,7/13/2026,Syringe 10ML (with Need),G26E020218,Apr-31,90183100,20.8,5.3,50,265
M.R. Pharmaceutical,MR000753,7/13/2026,Syringe 2ML (Romojet),G230620548,28-May,90183100,8.45,2.3,200,460
M.R. Pharmaceutical,MR000816,7/21/2026,Pan IV 40MG,25770019,27-Oct,300420,53.9,18,10,198
M.R. Pharmaceutical,MR000816,7/21/2026,Pan IV 40MG,26770028,28-Jan,300420,53.9,18,15,279
M.R. Pharmaceutical,MR000816,7/21/2026,Sangofix Air,7IO102B29,,90183990,238.12,150,10,1500
M.R. Pharmaceutical,MR000816,7/21/2026,Rantac 2ML Inj,XIR225034,27-Sep,300420,7.48,4.98,10,79.68
M.R. Pharmaceutical,MR000816,7/21/2026,Monocef 1GM Inj,BPD260673,28-Sep,300420,67.05,27.71,10,277.1
M.R. Pharmaceutical,MR000816,7/21/2026,Neomol 100 ML Inj,T393T1006,27-Nov,30049069,574.9,35,6,210
M.R. Pharmaceutical,MR000816,7/21/2026,Neomol 100 ML Inj,T393L1679,28-Jan,30049069,591.5,35,4,140
M.R. Pharmaceutical,MR000816,7/21/2026,Supridol 2ML Inj,KP1569245,27-Oct,30049079,25.12,8,10,80
M.R. Pharmaceutical,MR000659,6/30/2026,Amitax 500MG Inj,L485056,27-Jul,30049087,115.73,45.1,1,586.3
M.R. Pharmaceutical,MR000659,6/30/2026,Ondem 2ML,SGOND26043,28-Jan,30049035,12.73,5.4,20,81
M.R. Pharmaceutical,MR000659,6/30/2026,Syringe 100ML Dispovan,609105ND2,30-Dec,90183100,13.3,5.3,100,530
M.R. Pharmaceutical,MR000659,6/30/2026,Epsoure 2ML Inj (Phenytoin),A25065YE,27-Apr,30049099,12.7,7.4,10,74
M.R. Pharmaceutical,MR000659,6/30/2026,Cetil 1.5 Inj,A26035VP,27-Feb,30042019,146.9,90,10,900
M.R. Pharmaceutical,MR000659,6/30/2026,Monocef 1GM Inj,BPD260673,28-Sep,300420,67.05,27.71,10,277.1
M.R. Pharmaceutical,MR000659,6/30/2026,Vanking 500MG Inj (Vancomycin),345226,28-Feb,30042019,339,76.4,20,764
M.R. Pharmaceutical,MR000659,6/30/2026,Neorof 10ML,NA338077,27-Feb,300420,138.7,44,20,880
M.R. Pharmaceutical,MR000659,6/30/2026,Neorof 20ML,NA339076,27-Nov,30039034,407.8,53,20,1060
M.R. Pharmaceutical,MR000659,6/30/2026,Phen-Pres Inj 1ML,10062,27-Jun,30049099,407.8,194,5,970
M.R. Pharmaceutical,MR000659,6/30/2026,Phen-Pres Inj 1ML,10064,27-Jun,30049099,407.8,194,5,970
M.R. Pharmaceutical,MR000659,6/30/2026,Sod/C Inj,UN1072105,27-Nov,30049032,35.75,24.15,5,241.5
M.R. Pharmaceutical,MR000659,6/30/2026,NLLG-Mycin Injection (Gentamicin),NSM25906,27-Oct,30049087,9.84,5.87,12,70.44
M.R. Pharmaceutical,MR000659,6/30/2026,Cort-S 100MG,V4471350,27-Feb,30043200,47.7,16.5,10,165
M.R. Pharmaceutical,MR000659,6/30/2026,Justin AQ Inj,BDW2/A1A,27-Oct,30049069,23.8,5.17,10,77.55
M.R. Pharmaceutical,MR000659,6/30/2026,Justin AQ Inj,BDW01A1B,27-Nov,30049069,23.8,5.17,5,25.85
M.R. Pharmaceutical,MR000659,6/30/2026,Lori 2ML,143435,Feb-29,30049081,11.3,9.49,10,94.9
M.R. Pharmaceutical,MR000659,6/30/2026,Neomol 100 ML Inj,383T1002,27-Nov,30049069,591.5,35,10,315
M.R. Pharmaceutical,MR000659,6/30/2026,Neomol 100 ML Inj,T393L1572,28-Jan,30049069,591.5,35,11,385
M.R. Pharmaceutical,MR000659,6/30/2026,Dextowin Inj 2ML,DXV46005A,27-Dec,30041090,11.72,5.5,10,55
M.R. Pharmaceutical,MR000659,6/30/2026,Drotin Inj (Drotaverine HCL),MHE-1436,27-Oct,30049099,38.65,29.45,10,294.5
M.R. Pharmaceutical,MR000659,6/30/2026,Win-Metowind Inj,GA25L01C,27-Nov,30049079,17.75,11.45,10,114.5
B.P. Pharma,234,6/8/2026,Glycin 3000ML (KRPL),60015,28-Mar,,704.06,128,4,512
B.P. Pharma,234,6/8/2026,Liquid Paraffin IP,133,28-Sep,,262.8,158.12,1,158.12
B.P. Pharma,234,6/8/2026,Gauze Than 16 MTR,,,3002,539.06,214.5,3,643.5
B.P. Pharma,248,6/11/2026,Foley Cath 2 Way 16,3616CE,29-Mar,3004,174,126.5,5,632.5
B.P. Pharma,248,6/11/2026,Surgicare 7.0,9006M,Feb-31,3004,91,22,25,550
B.P. Pharma,248,6/11/2026,Plain Sheet D301 (ME),SD0426,31-Mar,3004,200,65,10,650
B.P. Pharma,266,6/15/2026,"Soft Roll 6"" (Sara)",1125,30-Oct,3004,370,48.5,15,727.5
B.P. Pharma,266,6/15/2026,Easy Fix (Bipson),245210,28-Nov,3045,91,5.98,50,299
B.P. Pharma,266,6/15/2026,Glycin 3000ML (KRPL),L60012,28-Feb,,704.06,128,4,512
B.P. Pharma,266,6/15/2026,TUR Set (RM),6108118,27-Jul,3004,455,100.54,1,100.54
B.P. Pharma,266,6/15/2026,TUR Set (RM),10692,30-Apr,3004,523,107.95,9,971.55
B.P. Pharma,266,6/15/2026,Gauze Than 16 MTR,,,3002,539.06,214.5,10,2145
B.P. Pharma,270,6/16/2026,Urobag (Romo-10),50106,30-Nov,9018,361,40.5,25,1012.5
B.P. Pharma,270,6/16/2026,TUR Set (RM),10692,30-Apr,3004,523,107.95,10,1079.5
B.P. Pharma,270,6/16/2026,"Leukoplast 7.5cm/3""",25A078,29-Mar,3004,364,225,2,450
B.P. Pharma,270,6/16/2026,"Leukoplast 7.5cm/3""",25A112,29-May,3004,341,225,3,675
B.P. Pharma,270,6/16/2026,"Micropore-3""",260302,31-Jan,3004,1518.5,482,2,964
B.P. Pharma,270,6/16/2026,C Arm Cover (D306),2511ACO,30-Oct,3004,213,157.71,10,1577.1
B.P. Pharma,270,6/16/2026,LNW 2421,222AB,30-Jun,3004,10968.75,4167.84,1,4167.84
B.P. Pharma,270,6/16/2026,LNW 3336,164BB,31-Jan,3006,2748,1044.24,1,1044.24
B.P. Pharma,288,6/21/2026,"Crepe Bandage 6""",133,29-Nov,,100,40.3,12,483.6
B.P. Pharma,288,6/21/2026,Gentlium Pro (Pink),0405-10,29-Mar,3000,2758,810,1,810
B.P. Pharma,288,6/21/2026,Micro Drip Set,2104A,Feb-30,3004,108,28.1,10,281
B.P. Pharma,288,6/21/2026,PM O Line (2ARC),10667,30-Nov,3004,410,34.5,5,172.5
B.P. Pharma,288,6/21/2026,Plain Sheet D301,SD0426,31-Mar,3004,200,65,20,1300
B.P. Pharma,288,6/21/2026,"Gypsona 4""",25N0618,30-May,3004,239,139,6,834
B.P. Pharma,288,6/21/2026,"Gypsona 6""",25N129,30-Oct,3004,299,175.42,6,1052.52
B.P. Pharma,288,6/21/2026,Gauze Than 16 MTR,,,3002,539.06,214.5,5,1072.5
B.P. Pharma,288,6/21/2026,Surgicare 7.0,C2019,29-Mar,3004,47.22,22.1,125,1105
B.P. Pharma,288,6/21/2026,"Roll Bandage 6"" (OFD Carte)",078A,27-Jul,3004,124,78,50,78
B.P. Pharma,288,6/21/2026,Vein O Line-16CM,10661,30-Nov,3004,506,31.15,10,311.5
B.P. Pharma,288,6/21/2026,NS 100ML Flat Cap,F26039,20-Feb,300490,21.92,11.1,100,1110
B.P. Pharma,294,6/25/2026,NS 1000ML (KRPL),Y6009B,27-Dec,GST12,62.24,36.53,24,876.72
B.P. Pharma,302,6/26/2026,"Surgicel 2"" x 3"" (SA 90189)",TQ9371,28-Apr,,1851,1197.24,12,14366.88
B.P. Pharma,307,6/29/2026,Intra-Cath 20,10385,28-Sep,3004,201,95,1,95
B.P. Pharma,307,6/29/2026,ECG Electrode (Romsi),342250A,27-Jul,3004,25,5,400,2000
B.P. Pharma,307,6/29/2026,ECG Electrode (Romsi),590060,27-Nov,3004,25,5,100,500
B.P. Pharma,307,6/29/2026,NS 1000ML (KRPL),Y6009B,27-Dec,GST12,62.24,36.53,24,876.72
B.P. Pharma,307,6/29/2026,IV Set (Nalfed),1101049,29-Dec,3004,221,14.5,1,145
B.P. Pharma,307,6/29/2026,IFT8,11100,27-Jul,3004,61,44.25,5,44.25
B.P. Pharma,307,6/29/2026,IFT8,16052,30-Jun,3004,63,44.25,5,44.25
B.P. Pharma,307,6/29/2026,Vacu Suction Set (A 90183),111004,28-Oct,3004,607,64,1,64
B.P. Pharma,307,6/29/2026,Foley Cath 2Way 16N,10715,30-Oct,3004,128.6,52.92,5,264.6
B.P. Pharma,307,6/29/2026,DNS 500ML,10735,29-Apr,3004,73,28.6,3,85.8
B.P. Pharma,307,6/29/2026,RL 500ML,10991,29-May,3004,71,28.6,2,57.2
B.P. Pharma,307,6/29/2026,Surgeon's Cap,10615,Feb-31,901839,1952,292.75,1,585.5
B.P. Pharma,307,6/29/2026,Lox 2% Jelly,10716,26-Dec,3004,2100,549.72,2,1099.44
B.P. Pharma,307,6/29/2026,Foleth 2Way 18N,L1692,27-Oct,GST12,70,19.52,20,315
B.P. Pharma,328,7/4/2026,"Deep Bandage-4""",133,29-Nov,3004,100,40.3,12,483.6
B.P. Pharma,328,7/4/2026,IV Set Walker,10047,29-Dec,9018,221,162.5,1,162.5
B.P. Pharma,328,7/4/2026,Intra-Cath 20,18335,30-Nov,3004,201,9.5,10,95
B.P. Pharma,328,7/4/2026,Betadin 500ML,067I26,28-Jul,GST12,583,204,1,204
B.P. Pharma,328,7/4/2026,Valtex Exam Gloves,L6741E,28-Nov,GST12,2344,309.5,5,1525
B.P. Pharma,329,7/4/2026,"Soft Roll 4"" (Red)",1358,28-Jul,3004,332,45.24,24,1085.76
B.P. Pharma,329,7/4/2026,Intra-Cath 24,16363,26-Sep,3004,179,14.58,100,1458
B.P. Pharma,340,7/8/2026,NS 500ML (FFS) Carte,E2619,29-Mar,300490,37.22,22.1,75,1657.5
B.P. Pharma,340,7/8/2026,Intra-Cath 20,18335,30-Nov,3004,201,9.5,20,190
B.P. Pharma,340,7/8/2026,"Roll Bandage 4"" (LC)",2,28-Nov,3004,128,58,1,58
B.P. Pharma,340,7/8/2026,"Roll Bandage 6"" (LC)",078A,27-Jul,3004,124,78,1,78
B.P. Pharma,340,7/8/2026,Foley Cath 2Way 12N,Z3194,28-Apr,GST12,163.13,131.45,5,657.25
B.P. Pharma,340,7/8/2026,Dynaplast 10CM (Glob),D6010,28-Dec,3004,1392,232.5,2,465
B.P. Pharma,349,7/10/2026,Mop (Sara),M0045,28-Apr,300510,95,40.15,30,1204.5
B.P. Pharma,365,7/14/2026,LS 4846,1678C,Apr-31,3006,27100,10301.04,1,10301.04
B.P. Pharma,365,7/14/2026,LNW 2421,043AB,Apr-31,3004,12048,4578.24,1,4578.24
B.P. Pharma,371,7/16/2026,NS 3000ML (KRPL),60931,28-Apr,GST12,698,123,4,492
B.P. Pharma,371,7/16/2026,Glycin 3000ML (KRPL),60015,28-Mar,GST12,704.06,128,4,512
B.P. Pharma,371,7/16/2026,Dispovan 20ML (Romo),20044,30-Dec,3004,34.75,12.1,50,605
B.P. Pharma,371,7/16/2026,Knee O Drape (3505),2509ECO,30-Aug,3004,1864,1350,4,5400
B.P. Pharma,375,7/17/2026,G Kit-1004 (Surgiwa),2601800,30-Dec,621010,996,694,5,3470
B.P. Pharma,380,7/18/2026,Knee O Drape (Dilate),11CD0,29-Oct,901890,4152,3157.2,2,6314.4
B.P. Pharma,380,7/18/2026,Knee O Drape (3505) - SALE RETURN,2509ECO,29-Oct,3004,1864,1350,-4,-5400
B.P. Pharma,387,7/21/2026,Glycin 3000ML (KRPL),60929,28-Jun,GST12,704.06,128,4,512
B.P. Pharma,387,7/21/2026,NS 3000ML (KRPL),60931,28-Apr,GST12,698,123,4,492
B.P. Pharma,387,7/21/2026,Vein O Line-16 CM,10661,28-Nov,3004,506,31.15,10,311.5
B.P. Pharma,387,7/21/2026,B T Set (Rom),24866,Feb-31,3004,201,14.06,10,140.6
B.P. Pharma,387,7/21/2026,I V Set (Rom),24866,Feb-31,3004,201,14.06,10,140.6
B.P. Pharma,387,7/21/2026,Foley Cath 2 Way 20,CADACE,27-Oct,GST12,491,362.24,5,1811.2
B.P. Pharma,387,7/21/2026,2 Arm Cover (D306),2511ACO,30-Oct,3004,213,157.71,2,315.42
B.P. Pharma,387,7/21/2026,C Arm Cover (D306),2604AB0,Feb-31,3004,234,157.71,8,1261.68
B.P. Pharma,387,7/21/2026,NS 300ML Flat Cap (5),26068,20-Feb,300490,37.69,21.15,50,1057.5
B.P. Pharma,387,7/21/2026,RL 1000ML (KRPL),160044,27-Dec,3004,178,57.2,24,984
B.P. Pharma,387,7/21/2026,NS 300ML Flat Cap,26847,Feb-29,300490,68.35,23.8,25,595
B.P. Pharma,387,7/21/2026,"Roll Bandage 6"" (LC)",764,27-Jul,GST12,124,78,3,390
B.P. Pharma,387,7/21/2026,Valtex Exam Glove,L6741E,28-Nov,GST12,2344,309.5,5,1527.5
B.P. Pharma,387,7/21/2026,Mop X-Ray Gauge,,,3006,51.06,24.55,20,491
B.P. Pharma,387,7/21/2026,Betadine Oint 125gm,9775,27-Oct,GST12,431.71,371.15,1,371.15
B.P. Pharma,387,7/21/2026,Sterile Gauze,30011,30-Aug,3004,240,98,3,174
B.P. Pharma,392,7/22/2026,Full Gown (MAEB12M),,,3004,,,5,1372
B.P. Pharma,393,7/22/2026,Wearon Disp Apron,,,GST12,672,186.5,10,1865
B.P. Pharma,393,7/22/2026,Betadin Oint 20 GM,4226,28-Apr,GST12,132.3,113,5,565
B.P. Pharma,393,7/22/2026,Carbolic Acid 450ml,72,Feb-29,GST12,560,208,1,208
Hariom Pharmaceuticals,HP/1616,7/13/2026,Disprime (11 dia),15272,27-Nov,300420,434.29,454.29,15,6871.35
Niharika Enterprise,A000556,7/21/2026,FL Knee Brace Long (XL),325,,90211000,1100,660,1,660
Unknown (handwritten cash memo),(none),,Ketamine,,,,200,200,10,2000
,,,,,,,ac,,,
Vivekananda Medical Distributors,F/1676,6/8/2026,Glycine 3000ML 3LTR,P5050662,27-Sep,30049099,643.13,228.57,5,1142.85
Vivekananda Medical Distributors,F/1676,6/8/2026,Paraffin IP Liquid 450ML,LLF402,26-Aug,2710,315,163.55,1,163.55
Vivekananda Medical Distributors,F/1676,6/8/2026,Gauge Than 90CMx16MTR (Bengal),7,Feb-29,300590,422,252.38,1,252.38
M.R. Pharmaceutical,MR000842,7/24/2026,Artacil 50MG Inj,1304108,27-May,30049099,90.6,55,10,550
M.R. Pharmaceutical,MR000842,7/24/2026,Mezolam 10ML,V305906,27-Aug,30420,63.15,35,1,35
M.R. Pharmaceutical,MR000842,7/24/2026,Mezolam 10ML,V305919,27-Jan,30420,63.15,35,3,105
M.R. Pharmaceutical,MR000842,7/24/2026,Mezolam 10ML,V305924,27-Jan,30420,63.15,35,2,70
M.R. Pharmaceutical,MR000842,7/24/2026,Justin AQ Inj,BDW04AIB,27-Jan,30049069,23.8,5.17,10,51.7
M.R. Pharmaceutical,MR000842,7/24/2026,Supridol 1ML Inj,KP1287044,28-Jan,30049079,12.56,5,10,50
M.R. Pharmaceutical,MR000842,7/24/2026,Supridol 2ML Inj,KP1568245,27-Oct,30049079,25.12,8,10,80
S.S.B. Pharmaceutical,S000068,4/10/2026,NS 500ML (Care Medical),NSFA25302,27-Oct,30041050,39.05,16.67,25,416.75
S.S.B. Pharmaceutical,S000068,4/10/2026,RL 500ML Care Medical,RLF25256,27-Oct,30041050,63.3,17.62,25,440.5
S.S.B. Pharmaceutical,S000068,4/10/2026,D5 500ML Care Medical,D5F25070,27-Oct,30041050,42.55,17.14,12,205.68
S.S.B. Pharmaceutical,S000068,4/10/2026,DNS 500ML (Care Medical),DSFA25219,27-Oct,30041050,42.8,17.14,12,205.68
S.S.B. Pharmaceutical,S000068,4/10/2026,Metrogyl IV,V11W25156,28-Apr,30041020,22.05,16.19,15,242.85
S.S.B. Pharmaceutical,S000068,4/10/2026,Neomol IV 100ML,383T955,27-Aug,30049047,538,42.86,15,642.9
S.S.B. Pharmaceutical,S000068,4/10/2026,Zofer-Inj 2ML,GTG2445A,28-Jul,30049099,12.72,9.69,5,48.45
S.S.B. Pharmaceutical,S000068,4/10/2026,Ondem Inj 2ML,OND25321SR,27-Oct,30041030,12.72,9.7,20,97
S.S.B. Pharmaceutical,S000068,4/10/2026,Lori Inj 2ML,143429,28-May,30041020,11.8,8.76,5,43.8
S.S.B. Pharmaceutical,S000068,4/10/2026,Supridol 50MG,KP1287040,27-Sep,30049099,12.56,4.76,5,23.8
S.S.B. Pharmaceutical,S000068,4/10/2026,Tropine 1ML,KM038112,27-Mar,30049043,7.3,5.71,5,28.55
S.S.B. Pharmaceutical,S000068,4/10/2026,Vasocon 1ML,KP85428,26-Oct,30049081,13.04,10,5,50
S.S.B. Pharmaceutical,S000068,4/10/2026,Rantac Inj 2ML,XIR225024,27-Jun,3004,7.48,4.29,5,21.45
S.S.B. Pharmaceutical,S000068,4/10/2026,Myo-Pyrolyte 5ML,V350469,27-Jul,30039034,123.7,71.43,5,357.15
S.S.B. Pharmaceutical,S000068,4/10/2026,Gluci Inj 10ML,KP1169790,26-Sep,30049069,85.78,28.57,5,142.85
S.S.B. Pharmaceutical,S000068,4/10/2026,Domin,V639084,26-Oct,30042095,24.98,14.29,5,71.45
S.S.B. Pharmaceutical,S000068,4/10/2026,Drotin Inj 2ML,MHE-1448,27-Oct,30021290,38.65,29.45,7,206.15
S.S.B. Pharmaceutical,S000068,4/10/2026,Drotin Inj 2ML,MHE-1410,27-Jul,30021290,38.65,29.45,3,88.35
S.S.B. Pharmaceutical,S000068,4/10/2026,Ropin Heavy 0.75% 4ML Inj,1979020,27-Oct,90192090,132.15,97.14,5,485.7
S.S.B. Pharmaceutical,S000068,4/10/2026,Rocunium 5ML Inj,1491016,26-Aug,9021,919,220,5,1100
S.S.B. Pharmaceutical,S000068,4/10/2026,Anawin 0.25% 20ML,UN163311,27-Mar,30039034,59.16,47,5,235
S.S.B. Pharmaceutical,S000068,4/10/2026,Lox Jelly,L1692,27-Oct,30039034,34.58,26.67,5,133.35
S.S.B. Pharmaceutical,S000068,4/10/2026,Cort'S,V4471731,27-Nov,30041050,47.7,19.05,5,95.25
S.S.B. Pharmaceutical,S000068,4/10/2026,Lasix Amp 4ML Inj,2125179,28-Aug,30049099,12.76,10.21,10,102.1
S.S.B. Pharmaceutical,S000068,4/10/2026,Justin AQ Inj 1ML,BDW20AIA,27-Aug,30042031,23.8,8.57,15,128.55
S.S.B. Pharmaceutical,S000068,4/10/2026,Mikacin 500MG Inj,BLL250491,28-Oct,30022016,115.73,88.18,16,705.44
S.S.B. Pharmaceutical,S000068,4/10/2026,Reglan 10ML Vial,ML25225,28-May,30049099,17.04,13.26,10,132.6
S.S.B. Pharmaceutical,S000068,4/10/2026,Sucol,248220,26-Dec,3004,55.64,43.81,5,219.05
S.S.B. Pharmaceutical,S000068,4/10/2026,K-Nat Inj,KLA5010,28-Mar,30041020,54,38.1,5,190.5
S.S.B. Pharmaceutical,S000068,4/10/2026,Syntocinon Inj 1ML,25Z051SP,27-Nov,30041020,19.03,12.57,5,62.85
S.S.B. Pharmaceutical,S000068,4/10/2026,Carboprost 250 MG,97129,27-Apr,30041020,318.5,80.95,5,404.75
S.S.B. Pharmaceutical,S000068,4/10/2026,MEM Inj 1ML,39255,27-Apr,30041060,15.9,11.71,5,58.55
S.S.B. Pharmaceutical,S000068,4/10/2026,Neorof 10ML,NA338066,27-Sep,30039034,69.1,42.86,5,214.3
S.S.B. Pharmaceutical,S000068,4/10/2026,Zartocin Inj 100MCG,YICB2517J,27-Nov,30049095,483.7,247.62,4,990.48
S.S.B. Pharmaceutical,S000068,4/10/2026,Lox 2% Adrenaline 30 ML,SU1478482,26-Aug,30039034,33.6,25.71,2,51.42
S.S.B. Pharmaceutical,S000068,4/10/2026,Xylocaine 2% In 30ML,KV25078A,27-Aug,30041020,36.53,27.83,5,139.15
S.S.B. Pharmaceutical,S000068,4/10/2026,Sodac 25ML,UN1072037,27-May,30042095,35.76,26.67,5,133.35
S.S.B. Pharmaceutical,S000068,4/10/2026,Oxum Spray 100ML,OSP25020VB,27-Jul,30049099,330,251.43,2,502.86
S.S.B. Pharmaceutical,S000068,4/10/2026,Huminsulin R 40IU,A0010082,27-Apr,3002007,177,141.6,1,141.6
S.S.B. Pharmaceutical,S000068,4/10/2026,Spinocan Needle 25G,24G21G8220,29-Jul,9018,153,74.29,5,371.45
S.S.B. Pharmaceutical,S000068,4/10/2026,Potcl Inj,KP1307617,27-Jan,30041020,133,85.71,1,85.71
S.S.B. Pharmaceutical,S000068,4/10/2026,Lonopin Inj 40MG,ENSG04725,27-Jun,3002007,478.49,364.56,5,1822.8
S.S.B. Pharmaceutical,S000069,4/10/2026,T-Bact Oint 15GM,WV9F,27-Mar,30049011,325.08,247.68,5,1238.4
S.S.B. Pharmaceutical,S000069,4/10/2026,Isopropyl Alcohol 400ML,DB-19,27-May,30039090,150,38.1,3,114.3
S.S.B. Pharmaceutical,S000069,4/10/2026,Sangofix Air,24L24K8961,29-Jan,90189011,238.13,114.29,5,571.45
S.S.B. Pharmaceutical,S000069,4/10/2026,Dispo Guard Face Mask (Romson),G25L036102,,30042095,500,114.29,1,114.29
S.S.B. Pharmaceutical,S000069,4/10/2026,Abgel AHG Sponge,R070425,28-Jun,30022016,302,188.57,5,942.85
S.S.B. Pharmaceutical,S000069,4/10/2026,Jelonet Prafin Gauze,AGL0245,29-Nov,30051010,280,128.57,5,642.85
S.S.B. Pharmaceutical,S000069,4/10/2026,Enema Transfix,026-255,,30041020,70,14.29,5,71.45
S.S.B. Pharmaceutical,S000069,4/10/2026,A B Gauze Bengal,15,,30041020,180,59.05,10,590.5
S.S.B. Pharmaceutical,S000069,4/10/2026,Rightcare Bladder Adult Black,QPI25003,,8423,0,114.29,5,571.45
S.S.B. Pharmaceutical,S000069,4/10/2026,ET Tube 7.0 Romsons Cuffed,G24K011064,29-Oct,9018,367.5,76.19,1,76.19
S.S.B. Pharmaceutical,S000069,4/10/2026,ET Tube 7.5 Romsons Cuffed,G24010924,29-Sep,9018,367.5,76.19,1,76.19
S.S.B. Pharmaceutical,S000069,4/10/2026,Apron P.E Sterile,**,,12119099,40.04,13.56,20,271.2
S.S.B. Pharmaceutical,S000069,4/10/2026,AM 4241 2/0 Catgut,DCC250309,Feb-30,9018,216,57.14,1,57.14
S.S.B. Pharmaceutical,S000069,4/10/2026,Kitkath 18G IV Cannula,53741G,30-Aug,90183990,202,7.14,5,35.7
S.S.B. Pharmaceutical,S000069,4/10/2026,Kitkath 20G IV Cannula,54711,30-Oct,30041020,202.55,7.14,5,35.7
S.S.B. Pharmaceutical,S000069,4/10/2026,Kitkath 22G IV Cannula,54562,30-Oct,30019091,202.55,7.14,5,35.7
S.S.B. Pharmaceutical,S000069,4/10/2026,Oxyset Adult Romsons,G26A040107,30-Dec,30041020,255,28.57,5,142.85
S.S.B. Pharmaceutical,S000069,4/10/2026,Dispovan 2ML 24G(100),552023NF2,30-Nov,30041060,6.04,1.9,20,38
S.S.B. Pharmaceutical,S000069,4/10/2026,Dispovan 5ML Syringe,603051ED2,30-Dec,30041020,10.23,2.38,25,59.5
S.S.B. Pharmaceutical,S000069,4/10/2026,Romojet Syringe 10ML 50 S,G25L020136,30-Nov,30039090,19,3.62,25,90.5
S.S.B. Pharmaceutical,S000069,4/10/2026,Dispovan 20ML,509202JH,30-Jan,90191090,28.13,12.86,10,128.6
S.S.B. Pharmaceutical,S000069,4/10/2026,Dispovan 1ML Multipack,5470115,30-Oct,30041020,11.25,4.29,10,42.9
S.S.B. Pharmaceutical,S000069,4/10/2026,Hydrogen Peroxide Sol 450ML,HP3607,27-Jun,12119099,145,33.9,3,101.7
S.S.B. Pharmaceutical,S000069,4/10/2026,Hydrogen Peroxide Sol 450ML,HPE504,27-Jan,12119099,145,33.9,2,67.8
S.S.B. Pharmaceutical,S000069,4/10/2026,Betadine Sol-500ML_5X,ML00125,27-Sep,30049099,236.25,200,1,200
S.S.B. Pharmaceutical,S000069,4/10/2026,Latex Exam Gloves Romson,4930,30-Sep,30041020,1200,247.62,1,247.62
